churn_at_dt,churn probability,prediction,employee_cluster
0.0,0.02,0.0,7
1.0,0.04,0.0,7
0.0,0.23,0.0,7
0.0,0.245,0.0,7
0.0,0.67,1.0,7
0.0,0.33,0.0,7
0.0,0.7005833333333333,1.0,7
0.0,0.2,0.0,7
0.0,0.13,0.0,7
0.0,0.0,0.0,7
1.0,0.4726666666666667,0.0,7
0.0,0.2346666666666667,0.0,7
0.0,0.38,0.0,7
1.0,0.13,0.0,7
0.0,0.1,0.0,7
0.0,0.4651328948828947,0.0,7
1.0,0.26,0.0,7
0.0,0.42069000335176804,0.0,7
0.0,0.22,0.0,7
0.0,0.76,1.0,7
1.0,0.07,0.0,7
1.0,0.68,1.0,7
0.0,0.35,0.0,7
0.0,0.26987698412698413,0.0,7
0.0,0.16,0.0,7
0.0,0.65,1.0,7
0.0,0.5220310245310246,1.0,7
0.0,0.56,1.0,7
0.0,0.22,0.0,7
0.0,0.05,0.0,7
0.0,0.09,0.0,7
1.0,0.11,0.0,7
0.0,0.14,0.0,7
0.0,0.43,0.0,7
0.0,0.29,0.0,7
1.0,0.15,0.0,7
0.0,0.12,0.0,7
1.0,0.11,0.0,7
0.0,0.31,0.0,7
0.0,0.3,0.0,7
0.0,0.05,0.0,7
0.0,0.29,0.0,7
0.0,0.15,0.0,7
0.0,0.33,0.0,7
0.0,0.32,0.0,7
1.0,0.56,1.0,7
1.0,0.28,0.0,7
0.0,0.1,0.0,7
0.0,0.09,0.0,7
0.0,0.27,0.0,7
0.0,0.09,0.0,7
0.0,0.28,0.0,7
0.0,0.19,0.0,7
0.0,0.36,0.0,7
0.0,0.23,0.0,7
0.0,0.6354761904761905,1.0,7
0.0,0.25,0.0,7
0.0,0.33,0.0,7
1.0,0.82,1.0,7
0.0,0.17497383498854086,0.0,7
0.0,0.12,0.0,7
0.0,0.38,0.0,7
0.0,0.1776359751359751,0.0,7
0.0,0.12,0.0,7
0.0,0.17,0.0,7
0.0,0.3766666666666667,0.0,7
1.0,0.01,0.0,7
0.0,0.9034642857142857,1.0,7
0.0,0.14,0.0,7
0.0,0.7909999999999999,1.0,7
0.0,0.18,0.0,7
0.0,0.3,0.0,7
0.0,0.29,0.0,7
0.0,0.13,0.0,7
1.0,0.07,0.0,7
0.0,0.54,1.0,7
0.0,0.34,0.0,7
0.0,0.24,0.0,7
0.0,0.0,0.0,7
0.0,0.24,0.0,7
0.0,0.27,0.0,7
0.0,0.59,1.0,7
0.0,0.19,0.0,7
0.0,0.14,0.0,7
0.0,0.1530238095238095,0.0,7
0.0,0.09,0.0,7
0.0,0.14,0.0,7
0.0,0.03,0.0,7
1.0,0.33,0.0,7
0.0,0.51,1.0,7
0.0,0.801452380952381,1.0,7
0.0,0.63,1.0,7
0.0,0.12,0.0,7
0.0,0.11,0.0,7
0.0,0.0,0.0,7
0.0,0.12,0.0,7
0.0,0.19,0.0,7
0.0,0.09,0.0,7
1.0,0.4675,0.0,7
0.0,0.13,0.0,7
0.0,0.08,0.0,7
0.0,0.21,0.0,7
0.0,0.45,0.0,7
0.0,0.29,0.0,7
1.0,0.05,0.0,7
0.0,0.22,0.0,7
1.0,0.21,0.0,7
0.0,0.52,1.0,7
1.0,0.03,0.0,7
1.0,0.2,0.0,7
0.0,0.3,0.0,7
0.0,0.05,0.0,7
0.0,0.08,0.0,7
0.0,0.22,0.0,7
0.0,0.39,0.0,7
1.0,0.11,0.0,7
0.0,0.18,0.0,7
0.0,0.3625,0.0,7
1.0,0.04,0.0,7
0.0,0.23445274170274166,0.0,7
0.0,0.13240778158889607,0.0,7
0.0,0.11,0.0,7
1.0,0.23,0.0,7
0.0,0.02,0.0,7
0.0,0.0607912767337656,0.0,7
0.0,0.12,0.0,7
1.0,0.76,1.0,7
0.0,0.47,0.0,7
0.0,0.18285714285714286,0.0,7
0.0,0.16,0.0,7
1.0,0.0,0.0,7
1.0,0.48,0.0,7
0.0,0.16,0.0,7
0.0,0.33,0.0,7
0.0,0.16,0.0,7
0.0,0.32,0.0,7
1.0,0.23,0.0,7
0.0,0.013928571428571427,0.0,7
0.0,0.08,0.0,7
1.0,0.11,0.0,7
0.0,0.15,0.0,7
0.0,0.14,0.0,7
0.0,0.14,0.0,7
1.0,0.45,0.0,7
0.0,0.13,0.0,7
0.0,0.03,0.0,7
1.0,0.05,0.0,7
1.0,0.11,0.0,7
0.0,0.04,0.0,7
0.0,0.12,0.0,7
0.0,0.35,0.0,7
0.0,0.1,0.0,7
0.0,0.15,0.0,7
0.0,0.45616666666666666,0.0,7
1.0,0.32,0.0,7
0.0,0.26,0.0,7
0.0,0.15,0.0,7
0.0,0.31,0.0,7
0.0,0.00125,0.0,7
0.0,0.30530952380952375,0.0,7
0.0,0.35,0.0,7
1.0,0.08,0.0,7
0.0,0.09,0.0,7
1.0,0.38,0.0,7
0.0,0.15545887445887444,0.0,7
0.0,0.36,0.0,7
1.0,0.21,0.0,7
0.0,0.5220694444444445,1.0,7
1.0,0.29,0.0,7
0.0,0.25,0.0,7
0.0,0.12,0.0,7
0.0,0.06284313725490195,0.0,7
0.0,0.8904390054390054,1.0,7
0.0,0.0,0.0,7
1.0,0.05,0.0,7
0.0,0.18,0.0,7
0.0,0.37,0.0,7
0.0,0.32,0.0,7
0.0,0.15,0.0,7
0.0,0.4,0.0,7
0.0,0.08,0.0,7
0.0,0.09,0.0,7
0.0,0.5,0.0,7
0.0,0.29,0.0,7
0.0,0.691797619047619,1.0,7
1.0,0.34,0.0,7
0.0,0.31,0.0,7
0.0,0.06,0.0,7
0.0,0.0,0.0,7
0.0,0.12,0.0,7
0.0,0.15666666666666665,0.0,7
1.0,0.17762698412698408,0.0,7
0.0,0.26,0.0,7
1.0,0.03,0.0,7
1.0,0.23428571428571432,0.0,7
0.0,0.67,1.0,7
0.0,0.31,0.0,7
0.0,0.34,0.0,7
0.0,0.16,0.0,7
1.0,0.03,0.0,7
1.0,0.5768333333333333,1.0,7
0.0,0.24,0.0,7
0.0,0.24,0.0,7
1.0,0.5,0.0,7
0.0,0.1,0.0,7
0.0,0.1225,0.0,7
0.0,0.29,0.0,7
0.0,0.04,0.0,7
0.0,0.010333333333333332,0.0,7
0.0,0.22,0.0,7
1.0,0.37,0.0,7
0.0,0.23,0.0,7
0.0,0.14,0.0,7
0.0,0.16,0.0,7
1.0,0.23,0.0,7
0.0,0.17,0.0,7
0.0,0.15,0.0,7
0.0,0.5,0.0,7
0.0,0.06,0.0,7
1.0,0.31,0.0,7
0.0,0.1725,0.0,7
0.0,0.22,0.0,7
0.0,0.13,0.0,7
1.0,0.09,0.0,7
1.0,0.3168333333333333,0.0,7
0.0,0.0,0.0,7
1.0,0.2707112193362192,0.0,7
0.0,0.41,0.0,7
0.0,0.5,0.0,7
1.0,0.23,0.0,7
1.0,0.23,0.0,7
0.0,0.07,0.0,7
1.0,0.175,0.0,7
0.0,0.15,0.0,7
0.0,0.05,0.0,7
0.0,0.05656386987962765,0.0,7
0.0,0.26,0.0,7
0.0,0.08,0.0,7
0.0,0.16,0.0,7
1.0,0.01,0.0,7
0.0,0.22,0.0,7
0.0,0.0425,0.0,7
0.0,0.0653968253968254,0.0,7
0.0,0.195,0.0,7
0.0,0.16,0.0,7
0.0,0.27,0.0,7
0.0,0.316,0.0,7
1.0,0.2,0.0,7
0.0,0.34,0.0,7
0.0,0.20498656551641467,0.0,7
0.0,0.21,0.0,7
0.0,0.36,0.0,7
0.0,0.07,0.0,7
0.0,0.11,0.0,7
0.0,0.22,0.0,7
1.0,0.47,0.0,7
1.0,0.21,0.0,7
0.0,0.0075,0.0,7
0.0,0.23,0.0,7
0.0,0.14,0.0,7
0.0,0.04,0.0,7
1.0,0.24,0.0,7
0.0,0.17,0.0,7
0.0,0.28,0.0,7
0.0,0.08,0.0,7
0.0,0.14,0.0,7
0.0,0.24,0.0,7
0.0,0.06,0.0,7
0.0,0.17,0.0,7
0.0,0.25,0.0,7
0.0,0.13,0.0,7
0.0,0.14,0.0,7
1.0,0.31,0.0,7
1.0,0.28,0.0,7
1.0,0.46,0.0,7
0.0,0.35,0.0,7
0.0,0.1,0.0,7
1.0,0.17,0.0,7
1.0,0.04185110211426,0.0,7
1.0,0.01,0.0,7
1.0,0.25,0.0,7
0.0,0.09,0.0,7
0.0,0.25,0.0,7
0.0,0.04,0.0,7
0.0,0.13,0.0,7
1.0,0.2,0.0,7
0.0,0.33,0.0,7
0.0,0.33,0.0,7
0.0,0.17800000000000002,0.0,7
0.0,0.0,0.0,7
0.0,0.16,0.0,7
0.0,0.16,0.0,7
0.0,0.16,0.0,7
0.0,0.22,0.0,7
0.0,0.17,0.0,7
0.0,0.14,0.0,7
0.0,0.36,0.0,7
0.0,0.21,0.0,7
0.0,0.23,0.0,7
0.0,0.33,0.0,7
0.0,0.11,0.0,7
1.0,0.47,0.0,7
0.0,0.17,0.0,7
0.0,0.05,0.0,7
0.0,0.73,1.0,7
0.0,0.22,0.0,7
0.0,0.63,1.0,7
0.0,0.00726190476190476,0.0,7
0.0,0.15,0.0,7
0.0,0.15,0.0,7
0.0,0.056333333333333326,0.0,7
1.0,0.18,0.0,7
0.0,0.19,0.0,7
0.0,0.29149826374587084,0.0,7
1.0,0.32,0.0,7
1.0,0.15,0.0,7
0.0,0.4011441475191475,0.0,7
0.0,0.12,0.0,7
0.0,0.2,0.0,7
1.0,0.3,0.0,7
0.0,0.0,0.0,7
0.0,0.22,0.0,7
0.0,0.0,0.0,7
0.0,0.28,0.0,7
0.0,0.11,0.0,7
0.0,0.22833333333333333,0.0,7
0.0,0.44,0.0,7
1.0,0.29,0.0,7
0.0,0.05,0.0,7
1.0,0.29,0.0,7
0.0,0.2,0.0,7
0.0,0.06,0.0,7
0.0,0.26473015873015876,0.0,7
0.0,0.14,0.0,7
0.0,0.11,0.0,7
0.0,0.175,0.0,7
0.0,0.21,0.0,7
0.0,0.25252380952380954,0.0,7
0.0,0.2465333584148161,0.0,7
0.0,0.1,0.0,7
0.0,0.15,0.0,7
0.0,0.5415,1.0,7
0.0,0.20498656551641467,0.0,7
0.0,0.19,0.0,7
1.0,0.08,0.0,7
1.0,0.3,0.0,7
1.0,0.64,1.0,7
0.0,0.29,0.0,7
1.0,0.15,0.0,7
0.0,0.15983333333333336,0.0,7
0.0,0.2,0.0,7
1.0,0.18,0.0,7
0.0,0.36,0.0,7
1.0,0.57,1.0,7
0.0,0.77,1.0,7
1.0,0.25,0.0,7
0.0,0.02,0.0,7
1.0,0.15,0.0,7
0.0,0.46,0.0,7
0.0,0.07466666666666667,0.0,7
0.0,0.3269050851109675,0.0,7
0.0,0.75,1.0,7
0.0,0.096,0.0,7
0.0,0.55,1.0,7
0.0,0.11,0.0,7
0.0,0.13,0.0,7
0.0,0.16,0.0,7
0.0,0.0,0.0,7
0.0,0.22,0.0,7
1.0,0.5366666666666667,1.0,7
0.0,0.02,0.0,7
0.0,0.04,0.0,7
0.0,0.6,1.0,7
1.0,0.05833333333333333,0.0,7
0.0,0.29,0.0,7
0.0,0.0,0.0,7
0.0,0.17,0.0,7
0.0,0.26,0.0,7
0.0,0.26,0.0,7
0.0,0.01,0.0,7
0.0,0.215,0.0,7
0.0,0.22,0.0,7
0.0,0.10567710720651896,0.0,7
1.0,0.32,0.0,7
0.0,0.17,0.0,7
0.0,0.11333333333333333,0.0,7
0.0,0.11,0.0,7
1.0,0.12,0.0,7
0.0,0.06,0.0,7
0.0,0.52,1.0,7
0.0,0.36799411699411716,0.0,7
0.0,0.36,0.0,7
0.0,0.29,0.0,7
1.0,0.29906711632021227,0.0,7
0.0,0.47,0.0,7
0.0,0.25,0.0,7
0.0,0.295,0.0,7
0.0,0.07200000000000001,0.0,7
0.0,0.0,0.0,7
0.0,0.17762698412698408,0.0,7
1.0,0.19,0.0,7
1.0,0.19,0.0,7
0.0,0.25,0.0,7
0.0,0.018333333333333333,0.0,7
1.0,0.27,0.0,7
0.0,0.2553571428571428,0.0,7
0.0,0.4011441475191475,0.0,7
0.0,0.61,1.0,7
0.0,0.17125606482268235,0.0,7
0.0,0.08,0.0,7
0.0,0.16,0.0,7
1.0,0.172,0.0,7
0.0,0.21,0.0,7
0.0,0.39,0.0,7
0.0,0.035,0.0,7
0.0,0.43,0.0,7
0.0,0.15,0.0,7
0.0,0.13333333333333333,0.0,7
0.0,0.25,0.0,7
0.0,0.08,0.0,7
0.0,0.23666666666666664,0.0,7
0.0,0.09,0.0,7
0.0,0.0,0.0,7
0.0,0.11,0.0,7
0.0,0.03,0.0,7
0.0,0.58,1.0,7
0.0,0.24,0.0,7
0.0,0.13,0.0,7
0.0,0.59,1.0,7
0.0,0.26,0.0,7
0.0,0.1450649905649905,0.0,7
0.0,0.1218606116106116,0.0,7
1.0,0.18,0.0,7
0.0,0.08,0.0,7
0.0,0.04,0.0,7
1.0,0.0,0.0,7
1.0,0.18,0.0,7
1.0,0.03,0.0,7
1.0,0.19,0.0,7
1.0,0.38,0.0,7
0.0,0.16,0.0,7
0.0,0.38,0.0,7
0.0,0.19,0.0,7
1.0,0.13,0.0,7
0.0,0.22,0.0,7
0.0,0.37,0.0,7
0.0,0.15,0.0,7
0.0,0.18,0.0,7
1.0,0.18,0.0,7
0.0,0.38,0.0,7
0.0,0.58,1.0,7
0.0,0.12,0.0,7
0.0,0.52,1.0,7
0.0,0.24,0.0,7
0.0,0.32,0.0,7
0.0,0.08,0.0,7
0.0,0.32,0.0,7
0.0,0.4651328948828947,0.0,7
0.0,0.2465333584148161,0.0,7
0.0,0.21,0.0,7
0.0,0.21,0.0,7
1.0,0.29,0.0,7
1.0,0.48,0.0,7
1.0,0.38,0.0,7
0.0,0.17,0.0,7
0.0,0.35,0.0,7
0.0,0.11,0.0,7
0.0,0.15083333333333335,0.0,7
0.0,0.4,0.0,7
0.0,0.26,0.0,7
0.0,0.14,0.0,7
0.0,0.18,0.0,7
1.0,0.33,0.0,7
0.0,0.32,0.0,7
0.0,0.09,0.0,7
0.0,0.01,0.0,7
1.0,0.39,0.0,7
0.0,0.8,1.0,7
0.0,0.26,0.0,7
0.0,0.056333333333333326,0.0,7
1.0,0.1,0.0,7
0.0,0.19,0.0,7
1.0,0.09,0.0,7
0.0,0.35,0.0,7
1.0,0.21,0.0,7
0.0,0.32,0.0,7
0.0,0.14,0.0,7
0.0,0.16,0.0,7
0.0,0.35,0.0,7
0.0,0.1,0.0,7
0.0,0.13,0.0,7
0.0,0.15718932898886448,0.0,7
0.0,0.23,0.0,7
0.0,0.06,0.0,7
0.0,0.25,0.0,7
1.0,0.3,0.0,7
0.0,0.41,0.0,7
0.0,0.11,0.0,7
0.0,0.05,0.0,7
0.0,0.11,0.0,7
1.0,0.3,0.0,7
0.0,0.2852935850699009,0.0,7
0.0,0.3,0.0,7
0.0,0.12,0.0,7
0.0,0.67,1.0,7
0.0,0.4,0.0,7
1.0,0.31,0.0,7
0.0,0.04,0.0,7
0.0,0.28,0.0,7
1.0,0.26,0.0,7
0.0,0.05833333333333333,0.0,7
0.0,0.3,0.0,7
0.0,0.02,0.0,7
0.0,0.13205673080789176,0.0,7
0.0,0.4,0.0,7
0.0,0.29,0.0,7
0.0,0.18,0.0,7
1.0,0.31009523809523803,0.0,7
0.0,0.1,0.0,7
1.0,0.24,0.0,7
0.0,0.12453907203907205,0.0,7
0.0,0.46,0.0,7
0.0,0.25,0.0,7
0.0,0.4793333333333333,0.0,7
1.0,0.2,0.0,7
0.0,0.13,0.0,7
0.0,0.15,0.0,7
0.0,0.0,0.0,7
0.0,0.33,0.0,7
0.0,0.36,0.0,7
0.0,0.30333333333333334,0.0,7
0.0,0.32,0.0,7
0.0,0.26,0.0,7
0.0,0.31,0.0,7
0.0,0.17139218770565512,0.0,7
0.0,0.095,0.0,7
0.0,0.07,0.0,7
0.0,0.37,0.0,7
0.0,0.19,0.0,7
0.0,0.32,0.0,7
0.0,0.08,0.0,7
1.0,0.2785714285714286,0.0,7
0.0,0.2,0.0,7
0.0,0.25,0.0,7
0.0,0.11,0.0,7
1.0,0.12,0.0,7
1.0,0.41,0.0,7
0.0,0.2,0.0,7
0.0,0.11,0.0,7
0.0,0.11,0.0,7
1.0,0.71,1.0,7
0.0,0.32,0.0,7
0.0,0.4043611111111111,0.0,7
1.0,0.02,0.0,7
0.0,0.07,0.0,7
0.0,0.09,0.0,7
0.0,0.7980952380952381,1.0,7
1.0,0.14833333333333334,0.0,7
0.0,0.11,0.0,7
0.0,0.1218606116106116,0.0,7
0.0,0.04,0.0,7
1.0,0.5487831890331891,1.0,7
1.0,0.03,0.0,7
