churn_at_dt,churn probability,prediction,employee_cluster
0.0,0.0,0.0,1
0.0,0.03,0.0,1
1.0,0.29,0.0,1
0.0,0.0,0.0,1
0.0,0.11,0.0,1
0.0,0.3,0.0,1
1.0,0.41,0.0,1
0.0,0.0,0.0,1
0.0,0.12,0.0,1
0.0,0.0,0.0,1
0.0,0.02,0.0,1
0.0,0.05,0.0,1
0.0,0.01,0.0,1
0.0,0.08,0.0,1
0.0,0.0,0.0,1
0.0,0.11,0.0,1
0.0,0.01,0.0,1
0.0,0.15,0.0,1
0.0,0.02,0.0,1
1.0,0.04,0.0,1
0.0,0.12,0.0,1
0.0,0.09,0.0,1
0.0,0.0,0.0,1
0.0,0.15,0.0,1
0.0,0.23,0.0,1
0.0,0.12,0.0,1
0.0,0.06,0.0,1
0.0,0.1,0.0,1
0.0,0.01,0.0,1
1.0,0.16,0.0,1
0.0,0.12,0.0,1
0.0,0.1,0.0,1
0.0,0.055396825396825396,0.0,1
0.0,0.16,0.0,1
0.0,0.03,0.0,1
0.0,0.03,0.0,1
0.0,0.03,0.0,1
0.0,0.1,0.0,1
1.0,0.09,0.0,1
0.0,0.05,0.0,1
0.0,0.02,0.0,1
0.0,0.02,0.0,1
0.0,0.03,0.0,1
0.0,0.06,0.0,1
0.0,0.0,0.0,1
0.0,0.06,0.0,1
0.0,0.17669624819624816,0.0,1
0.0,0.03,0.0,1
0.0,0.06,0.0,1
0.0,0.01,0.0,1
0.0,0.0,0.0,1
0.0,0.0,0.0,1
0.0,0.22,0.0,1
0.0,0.0,0.0,1
0.0,0.2,0.0,1
0.0,0.04,0.0,1
0.0,0.08800000000000001,0.0,1
0.0,0.08,0.0,1
1.0,0.21,0.0,1
0.0,0.02,0.0,1
0.0,0.12,0.0,1
0.0,0.0,0.0,1
0.0,0.31066666666666676,0.0,1
0.0,0.11,0.0,1
1.0,0.07,0.0,1
0.0,0.0,0.0,1
1.0,0.0,0.0,1
0.0,0.07,0.0,1
0.0,0.0,0.0,1
0.0,0.07,0.0,1
0.0,0.2689779942279942,0.0,1
0.0,0.02,0.0,1
0.0,0.04,0.0,1
0.0,0.0,0.0,1
0.0,0.0,0.0,1
0.0,0.01,0.0,1
0.0,0.03,0.0,1
0.0,0.36,0.0,1
0.0,0.29,0.0,1
0.0,0.24,0.0,1
0.0,0.44233333333333325,0.0,1
0.0,0.15732060272888443,0.0,1
0.0,0.08,0.0,1
0.0,0.07,0.0,1
1.0,0.1,0.0,1
0.0,0.0,0.0,1
0.0,0.0,0.0,1
0.0,0.03,0.0,1
0.0,0.05,0.0,1
0.0,0.13,0.0,1
0.0,0.04,0.0,1
0.0,0.01,0.0,1
1.0,0.1,0.0,1
0.0,0.04,0.0,1
0.0,0.06,0.0,1
0.0,0.03,0.0,1
1.0,0.07,0.0,1
0.0,0.0,0.0,1
0.0,0.04,0.0,1
1.0,0.07,0.0,1
0.0,0.051666666666666666,0.0,1
0.0,0.25,0.0,1
0.0,0.0,0.0,1
0.0,0.04,0.0,1
0.0,0.05,0.0,1
0.0,0.01,0.0,1
0.0,0.04,0.0,1
0.0,0.295,0.0,1
0.0,0.02,0.0,1
0.0,0.04,0.0,1
0.0,0.09,0.0,1
0.0,0.03,0.0,1
0.0,0.06,0.0,1
0.0,0.23,0.0,1
0.0,0.0,0.0,1
1.0,0.32,0.0,1
0.0,0.04,0.0,1
0.0,0.0,0.0,1
0.0,0.01,0.0,1
0.0,0.07,0.0,1
0.0,0.01,0.0,1
0.0,0.26,0.0,1
0.0,0.05,0.0,1
0.0,0.05,0.0,1
0.0,0.03,0.0,1
0.0,0.02,0.0,1
0.0,0.02,0.0,1
0.0,0.03,0.0,1
0.0,0.01,0.0,1
0.0,0.03,0.0,1
0.0,0.06,0.0,1
0.0,0.03,0.0,1
0.0,0.04,0.0,1
0.0,0.05,0.0,1
0.0,0.09,0.0,1
1.0,0.01,0.0,1
0.0,0.08,0.0,1
0.0,0.24,0.0,1
0.0,0.02,0.0,1
0.0,0.07,0.0,1
