churn_at_dt,churn probability,prediction
0.0,0.04,0.0
0.0,0.01,0.0
0.0,0.01,0.0
0.0,0.01,0.0
0.0,0.03,0.0
0.0,0.05,0.0
0.0,0.02,0.0
0.0,0.03,0.0
0.0,0.15,0.0
1.0,0.10736382798164326,0.0
0.0,0.0,0.0
0.0,0.25,0.0
0.0,0.1,0.0
0.0,0.05,0.0
0.0,0.04,0.0
0.0,0.05,0.0
0.0,0.32,0.0
0.0,0.04,0.0
1.0,0.11,0.0
0.0,0.02,0.0
0.0,0.1,0.0
0.0,0.1,0.0
0.0,0.02,0.0
0.0,0.06,0.0
0.0,0.01,0.0
0.0,0.02,0.0
0.0,0.0,0.0
0.0,0.01,0.0
0.0,0.07,0.0
0.0,0.05,0.0
0.0,0.02,0.0
0.0,0.12,0.0
0.0,0.02,0.0
0.0,0.15,0.0
0.0,0.02,0.0
0.0,0.0,0.0
0.0,0.12,0.0
0.0,0.22,0.0
0.0,0.07,0.0
0.0,0.18,0.0
0.0,0.0,0.0
0.0,0.07,0.0
0.0,0.12,0.0
0.0,0.09,0.0
0.0,0.03,0.0
0.0,0.02,0.0
0.0,0.0125,0.0
0.0,0.4045833333333333,0.0
0.0,0.05,0.0
1.0,0.01,0.0
0.0,0.01,0.0
0.0,0.03,0.0
0.0,0.14,0.0
0.0,0.08,0.0
0.0,0.0,0.0
0.0,0.03,0.0
0.0,0.06,0.0
0.0,0.05,0.0
0.0,0.0,0.0
1.0,0.01,0.0
0.0,0.3,0.0
1.0,0.0,0.0
0.0,0.01,0.0
0.0,0.08,0.0
0.0,0.66,1.0
0.0,0.1,0.0
0.0,0.14,0.0
0.0,0.09,0.0
0.0,0.03,0.0
0.0,0.0,0.0
0.0,0.01,0.0
0.0,0.035,0.0
0.0,0.01,0.0
0.0,0.18,0.0
0.0,0.03,0.0
0.0,0.09,0.0
0.0,0.0,0.0
0.0,0.04,0.0
0.0,0.05,0.0
0.0,0.0,0.0
0.0,0.06,0.0
0.0,0.2,0.0
0.0,0.02,0.0
0.0,0.15,0.0
0.0,0.03,0.0
0.0,0.06,0.0
0.0,0.013999999999999999,0.0
0.0,0.04,0.0
1.0,0.0,0.0
0.0,0.04,0.0
0.0,0.01,0.0
0.0,0.02,0.0
0.0,0.04,0.0
1.0,0.01,0.0
0.0,0.06,0.0
0.0,0.0,0.0
0.0,0.11,0.0
0.0,0.05,0.0
0.0,0.04,0.0
0.0,0.06,0.0
0.0,0.01,0.0
0.0,0.02,0.0
0.0,0.13,0.0
0.0,0.01,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.05,0.0
0.0,0.08454483851084882,0.0
0.0,0.01,0.0
0.0,0.013333333333333332,0.0
1.0,0.0,0.0
0.0,0.02,0.0
0.0,0.02,0.0
0.0,0.05,0.0
0.0,0.07,0.0
0.0,0.11,0.0
0.0,0.05,0.0
0.0,0.17,0.0
0.0,0.014285714285714285,0.0
0.0,0.52,1.0
0.0,0.02,0.0
0.0,0.1,0.0
0.0,0.02,0.0
0.0,0.03,0.0
0.0,0.04,0.0
1.0,0.56,1.0
0.0,0.06,0.0
0.0,0.09,0.0
0.0,0.08,0.0
0.0,0.01,0.0
0.0,0.19,0.0
0.0,0.06,0.0
0.0,0.29,0.0
0.0,0.05,0.0
0.0,0.0,0.0
0.0,0.16,0.0
0.0,0.01,0.0
0.0,0.02,0.0
0.0,0.07,0.0
0.0,0.07,0.0
0.0,0.05,0.0
0.0,0.05,0.0
0.0,0.01,0.0
0.0,0.05,0.0
0.0,0.08,0.0
0.0,0.02,0.0
0.0,0.18,0.0
1.0,0.05,0.0
1.0,0.09,0.0
0.0,0.18,0.0
0.0,0.0,0.0
0.0,0.01,0.0
0.0,0.0,0.0
0.0,0.22,0.0
0.0,0.0,0.0
1.0,0.0,0.0
0.0,0.05,0.0
0.0,0.0,0.0
0.0,0.07,0.0
0.0,0.02,0.0
0.0,0.01,0.0
0.0,0.02,0.0
0.0,0.07,0.0
0.0,0.12,0.0
0.0,0.0,0.0
0.0,0.03,0.0
0.0,0.08,0.0
0.0,0.25907471356584955,0.0
0.0,0.03,0.0
0.0,0.01,0.0
0.0,0.19,0.0
0.0,0.03,0.0
0.0,0.09591622266622267,0.0
0.0,0.02,0.0
0.0,0.02,0.0
0.0,0.02,0.0
0.0,0.01,0.0
0.0,0.1,0.0
0.0,0.03,0.0
0.0,0.06,0.0
0.0,0.011428571428571429,0.0
0.0,0.11,0.0
0.0,0.05,0.0
0.0,0.03,0.0
1.0,0.08,0.0
1.0,0.03,0.0
0.0,0.2,0.0
0.0,0.04,0.0
0.0,0.05,0.0
0.0,0.03,0.0
0.0,0.01,0.0
0.0,0.04,0.0
0.0,0.006666666666666666,0.0
1.0,0.0,0.0
0.0,0.12,0.0
0.0,0.02,0.0
0.0,0.0,0.0
0.0,0.02,0.0
0.0,0.05,0.0
1.0,0.05,0.0
0.0,0.08,0.0
0.0,0.07,0.0
0.0,0.0,0.0
0.0,0.03,0.0
0.0,0.04,0.0
0.0,0.04,0.0
0.0,0.0,0.0
0.0,0.02,0.0
0.0,0.18,0.0
0.0,0.03,0.0
0.0,0.02,0.0
0.0,0.07,0.0
0.0,0.0,0.0
0.0,0.03,0.0
0.0,0.0,0.0
0.0,0.11,0.0
0.0,0.0,0.0
0.0,0.01,0.0
0.0,0.04,0.0
0.0,0.01,0.0
0.0,0.02,0.0
0.0,0.0,0.0
0.0,0.09,0.0
0.0,0.48,0.0
0.0,0.05,0.0
0.0,0.01,0.0
0.0,0.12,0.0
0.0,0.01,0.0
0.0,0.03,0.0
0.0,0.13,0.0
1.0,0.04,0.0
0.0,0.01,0.0
0.0,0.0,0.0
0.0,0.04,0.0
0.0,0.03,0.0
0.0,0.09,0.0
0.0,0.13,0.0
0.0,0.0,0.0
0.0,0.01,0.0
0.0,0.07,0.0
0.0,0.06,0.0
0.0,0.08,0.0
0.0,0.07,0.0
0.0,0.03,0.0
0.0,0.02,0.0
0.0,0.02,0.0
0.0,0.012,0.0
0.0,0.14,0.0
0.0,0.06,0.0
0.0,0.04,0.0
0.0,0.02,0.0
0.0,0.04,0.0
0.0,0.31,0.0
0.0,0.01,0.0
0.0,0.17,0.0
0.0,0.0,0.0
0.0,0.02,0.0
0.0,0.02485714285714286,0.0
0.0,0.07,0.0
0.0,0.0,0.0
0.0,0.02,0.0
0.0,0.01,0.0
0.0,0.43,0.0
1.0,0.05,0.0
0.0,0.01,0.0
0.0,0.0,0.0
0.0,0.04,0.0
1.0,0.05,0.0
0.0,0.18,0.0
0.0,0.07,0.0
0.0,0.02,0.0
0.0,0.03,0.0
0.0,0.0,0.0
0.0,0.01,0.0
0.0,0.01,0.0
0.0,0.02,0.0
0.0,0.13,0.0
0.0,0.03,0.0
0.0,0.05,0.0
0.0,0.02,0.0
0.0,0.07,0.0
0.0,0.07,0.0
0.0,0.02,0.0
0.0,0.13,0.0
0.0,0.06,0.0
0.0,0.02,0.0
0.0,0.11,0.0
0.0,0.11,0.0
0.0,0.06,0.0
0.0,0.01,0.0
0.0,0.02,0.0
0.0,0.11,0.0
0.0,0.03,0.0
0.0,0.03,0.0
0.0,0.0,0.0
0.0,0.01,0.0
0.0,0.07,0.0
0.0,0.0,0.0
1.0,0.12,0.0
0.0,0.0,0.0
0.0,0.02,0.0
0.0,0.04,0.0
0.0,0.01,0.0
0.0,0.07,0.0
0.0,0.11,0.0
0.0,0.3,0.0
0.0,0.06,0.0
0.0,0.25,0.0
0.0,0.04,0.0
0.0,0.0,0.0
0.0,0.04,0.0
0.0,0.05,0.0
0.0,0.31,0.0
0.0,0.02,0.0
0.0,0.02,0.0
0.0,0.02,0.0
0.0,0.17,0.0
0.0,0.01,0.0
0.0,0.42,0.0
0.0,0.0,0.0
0.0,0.08,0.0
1.0,0.07,0.0
1.0,0.03,0.0
0.0,0.34,0.0
0.0,0.07,0.0
1.0,0.02,0.0
0.0,0.01,0.0
0.0,0.03,0.0
0.0,0.07,0.0
0.0,0.02,0.0
0.0,0.03,0.0
0.0,0.0,0.0
0.0,0.01,0.0
0.0,0.7,1.0
0.0,0.08,0.0
0.0,0.11,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.03,0.0
0.0,0.02,0.0
1.0,0.24,0.0
0.0,0.04,0.0
0.0,0.1,0.0
0.0,0.12,0.0
0.0,0.04,0.0
0.0,0.05,0.0
0.0,0.1,0.0
0.0,0.23,0.0
0.0,0.02,0.0
1.0,0.02,0.0
0.0,0.13,0.0
0.0,0.08,0.0
0.0,0.08,0.0
0.0,0.12,0.0
0.0,0.04,0.0
0.0,0.06,0.0
0.0,0.17,0.0
0.0,0.25,0.0
0.0,0.08,0.0
0.0,0.165,0.0
0.0,0.02,0.0
0.0,0.05,0.0
0.0,0.02,0.0
1.0,0.28,0.0
0.0,0.11,0.0
0.0,0.0,0.0
0.0,0.02,0.0
1.0,0.2,0.0
0.0,0.03,0.0
0.0,0.04,0.0
0.0,0.07,0.0
0.0,0.13,0.0
0.0,0.01,0.0
0.0,0.01,0.0
0.0,0.05,0.0
0.0,0.06,0.0
0.0,0.05,0.0
1.0,0.07,0.0
0.0,0.01,0.0
0.0,0.01,0.0
0.0,0.08,0.0
0.0,0.0,0.0
0.0,0.14,0.0
0.0,0.03,0.0
0.0,0.1,0.0
0.0,0.05,0.0
0.0,0.06,0.0
0.0,0.12,0.0
0.0,0.06,0.0
0.0,0.01,0.0
0.0,0.06,0.0
0.0,0.03,0.0
0.0,0.04,0.0
0.0,0.03,0.0
0.0,0.02,0.0
0.0,0.01,0.0
0.0,0.17,0.0
0.0,0.02,0.0
0.0,0.16,0.0
0.0,0.11,0.0
0.0,0.09233333333333334,0.0
0.0,0.06,0.0
0.0,0.01,0.0
0.0,0.0,0.0
0.0,0.1,0.0
0.0,0.03,0.0
0.0,0.09,0.0
0.0,0.03,0.0
0.0,0.02,0.0
1.0,0.0,0.0
0.0,0.03,0.0
0.0,0.0,0.0
0.0,0.03,0.0
0.0,0.03,0.0
1.0,0.05,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.13,0.0
0.0,0.06,0.0
0.0,0.04,0.0
0.0,0.19,0.0
0.0,0.2,0.0
0.0,0.05,0.0
0.0,0.05,0.0
0.0,0.06,0.0
0.0,0.03,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.32,0.0
0.0,0.18,0.0
0.0,0.07,0.0
0.0,0.03,0.0
0.0,0.1,0.0
0.0,0.0425,0.0
0.0,0.05,0.0
0.0,0.10108703796203798,0.0
0.0,0.03,0.0
0.0,0.04,0.0
0.0,0.05,0.0
0.0,0.05,0.0
0.0,0.02,0.0
0.0,0.08,0.0
0.0,0.03,0.0
0.0,0.38,0.0
0.0,0.13,0.0
0.0,0.02,0.0
0.0,0.08,0.0
0.0,0.01,0.0
0.0,0.03,0.0
0.0,0.07,0.0
0.0,0.16,0.0
0.0,0.02,0.0
0.0,0.07,0.0
0.0,0.1,0.0
0.0,0.46,0.0
0.0,0.0,0.0
0.0,0.03,0.0
0.0,0.17,0.0
0.0,0.03,0.0
0.0,0.0,0.0
0.0,0.06,0.0
0.0,0.06,0.0
0.0,0.07811940836940838,0.0
0.0,0.13,0.0
0.0,0.03,0.0
0.0,0.25,0.0
0.0,0.11,0.0
0.0,0.07,0.0
0.0,0.07,0.0
0.0,0.06,0.0
1.0,0.03,0.0
0.0,0.02,0.0
0.0,0.11,0.0
0.0,0.09,0.0
0.0,0.07,0.0
0.0,0.05,0.0
0.0,0.07,0.0
0.0,0.02,0.0
0.0,0.01,0.0
0.0,0.04,0.0
0.0,0.05,0.0
0.0,0.04,0.0
0.0,0.0,0.0
0.0,0.11,0.0
1.0,0.05,0.0
0.0,0.16472363747363747,0.0
0.0,0.04,0.0
1.0,0.11,0.0
0.0,0.08,0.0
1.0,0.05,0.0
0.0,0.03,0.0
0.0,0.01,0.0
0.0,0.14,0.0
0.0,0.0,0.0
0.0,0.04,0.0
0.0,0.09,0.0
0.0,0.03,0.0
0.0,0.01,0.0
0.0,0.05,0.0
0.0,0.01,0.0
0.0,0.1,0.0
0.0,0.08,0.0
0.0,0.01,0.0
0.0,0.03,0.0
0.0,0.02,0.0
0.0,0.0,0.0
0.0,0.04,0.0
0.0,0.14,0.0
0.0,0.12,0.0
1.0,0.01,0.0
0.0,0.027857142857142855,0.0
0.0,0.01,0.0
0.0,0.0,0.0
0.0,0.03,0.0
0.0,0.2,0.0
0.0,0.0,0.0
0.0,0.03,0.0
0.0,0.15,0.0
0.0,0.06,0.0
0.0,0.07,0.0
0.0,0.02,0.0
0.0,0.07,0.0
0.0,0.02,0.0
1.0,0.23,0.0
0.0,0.04,0.0
1.0,0.09,0.0
0.0,0.03,0.0
0.0,0.01,0.0
0.0,0.08,0.0
0.0,0.02,0.0
0.0,0.06,0.0
0.0,0.06184523809523809,0.0
0.0,0.04,0.0
0.0,0.04,0.0
0.0,0.13,0.0
0.0,0.3966666666666667,0.0
0.0,0.04,0.0
0.0,0.06,0.0
0.0,0.01,0.0
0.0,0.1,0.0
0.0,0.0,0.0
0.0,0.05,0.0
1.0,0.11,0.0
0.0,0.0,0.0
0.0,0.21,0.0
0.0,0.08,0.0
0.0,0.14821428571428574,0.0
0.0,0.24,0.0
0.0,0.07,0.0
0.0,0.01,0.0
0.0,0.04,0.0
0.0,0.06,0.0
0.0,0.03,0.0
0.0,0.01,0.0
0.0,0.05,0.0
0.0,0.02,0.0
0.0,0.02,0.0
0.0,0.05,0.0
0.0,0.04,0.0
0.0,0.0,0.0
0.0,0.04,0.0
0.0,0.1,0.0
0.0,0.08,0.0
0.0,0.0,0.0
0.0,0.04,0.0
0.0,0.05,0.0
1.0,0.28,0.0
0.0,0.42,0.0
0.0,0.06,0.0
0.0,0.01,0.0
0.0,0.02,0.0
0.0,0.1,0.0
0.0,0.06,0.0
0.0,0.0,0.0
0.0,0.01,0.0
0.0,0.11,0.0
0.0,0.07,0.0
