churn_at_dt,churn probability,prediction,employee_cluster
1.0,0.82,1.0,0
0.0,0.82,1.0,0
0.0,0.71,1.0,0
1.0,0.68,1.0,0
1.0,0.57,1.0,0
1.0,0.94,1.0,0
1.0,0.86,1.0,0
1.0,0.91,1.0,0
1.0,0.61,1.0,0
1.0,0.95,1.0,0
1.0,0.9,1.0,0
0.0,0.97,1.0,0
1.0,0.99,1.0,0
1.0,0.92,1.0,0
1.0,0.41,0.0,0
0.0,0.52,1.0,0
1.0,0.3,0.0,0
0.0,0.77,1.0,0
1.0,0.56,1.0,0
1.0,0.73,1.0,0
1.0,0.38,0.0,0
1.0,0.57,1.0,0
1.0,0.62,1.0,0
1.0,0.94,1.0,0
1.0,0.89,1.0,0
1.0,0.88,1.0,0
0.0,0.38,0.0,0
1.0,0.56,1.0,0
0.0,0.81,1.0,0
1.0,0.52,1.0,0
1.0,0.83,1.0,0
1.0,0.99,1.0,0
0.0,0.54,1.0,0
0.0,0.32,0.0,0
0.0,0.52,1.0,0
1.0,0.51,1.0,0
1.0,0.73,1.0,0
1.0,0.96,1.0,0
0.0,0.65,1.0,0
1.0,0.86,1.0,0
0.0,0.8,1.0,0
1.0,0.71,1.0,0
1.0,0.84,1.0,0
0.0,0.76,1.0,0
1.0,0.86,1.0,0
1.0,0.87,1.0,0
0.0,0.69,1.0,0
0.0,0.64,1.0,0
0.0,0.59,1.0,0
0.0,0.69,1.0,0
1.0,0.87,1.0,0
1.0,0.83,1.0,0
1.0,0.91,1.0,0
1.0,0.96,1.0,0
1.0,0.83,1.0,0
1.0,0.58,1.0,0
1.0,0.69,1.0,0
1.0,0.72,1.0,0
0.0,0.65,1.0,0
0.0,0.9,1.0,0
0.0,0.73,1.0,0
1.0,0.39,0.0,0
1.0,0.81,1.0,0
0.0,0.89,1.0,0
1.0,0.81,1.0,0
1.0,0.73,1.0,0
1.0,0.71,1.0,0
1.0,0.68,1.0,0
1.0,0.43,0.0,0
0.0,0.8,1.0,0
1.0,0.61,1.0,0
1.0,0.81,1.0,0
1.0,0.96,1.0,0
1.0,0.85,1.0,0
1.0,0.64,1.0,0
1.0,0.91,1.0,0
1.0,0.66,1.0,0
1.0,0.83,1.0,0
0.0,0.5,0.0,0
1.0,0.91,1.0,0
1.0,0.8,1.0,0
1.0,0.95,1.0,0
1.0,0.66,1.0,0
1.0,0.85,1.0,0
0.0,0.69,1.0,0
1.0,0.7,1.0,0
1.0,0.89,1.0,0
1.0,0.81,1.0,0
1.0,0.6366666666666666,1.0,0
1.0,0.99,1.0,0
1.0,0.73,1.0,0
0.0,0.59,1.0,0
1.0,0.64,1.0,0
0.0,0.44,0.0,0
1.0,0.86,1.0,0
1.0,0.7,1.0,0
1.0,0.53,1.0,0
0.0,0.59,1.0,0
0.0,0.75,1.0,0
1.0,0.78,1.0,0
1.0,0.91,1.0,0
0.0,0.35,0.0,0
1.0,0.82,1.0,0
0.0,0.81,1.0,0
1.0,0.9,1.0,0
0.0,0.7,1.0,0
0.0,0.63,1.0,0
1.0,0.82,1.0,0
0.0,0.84,1.0,0
1.0,0.43,0.0,0
1.0,0.93,1.0,0
0.0,0.74,1.0,0
1.0,0.8,1.0,0
0.0,0.94,1.0,0
1.0,0.59,1.0,0
1.0,0.8,1.0,0
1.0,0.88,1.0,0
0.0,0.58,1.0,0
1.0,0.9,1.0,0
1.0,0.78,1.0,0
1.0,0.85,1.0,0
