churn_at_dt,churn probability,prediction
1.0,0.56,1.0
0.0,0.59,1.0
1.0,0.95,1.0
1.0,0.26,0.0
0.0,0.27,0.0
1.0,0.26,0.0
1.0,0.77,1.0
0.0,0.3,0.0
1.0,0.2,0.0
1.0,0.8,1.0
1.0,0.42,0.0
1.0,0.42,0.0
0.0,0.33,0.0
0.0,0.91,1.0
1.0,0.75,1.0
1.0,0.47,0.0
1.0,0.45,0.0
0.0,0.46,0.0
1.0,0.18,0.0
1.0,0.5716666666666667,1.0
1.0,0.71,1.0
1.0,0.74,1.0
1.0,0.33,0.0
1.0,0.87,1.0
0.0,0.79,1.0
1.0,0.7,1.0
1.0,0.22,0.0
1.0,0.99,1.0
0.0,0.33,0.0
1.0,0.69,1.0
1.0,0.61,1.0
0.0,0.46,0.0
1.0,0.89,1.0
1.0,0.56,1.0
0.0,0.81,1.0
0.0,0.68,1.0
0.0,0.42,0.0
0.0,0.15,0.0
0.0,0.84,1.0
0.0,0.52,1.0
0.0,0.62,1.0
0.0,0.74,1.0
1.0,0.71,1.0
1.0,0.59,1.0
1.0,0.39,0.0
0.0,0.34,0.0
0.0,0.21,0.0
1.0,0.71,1.0
1.0,0.55,1.0
1.0,0.9,1.0
1.0,0.87,1.0
1.0,0.21,0.0
0.0,0.63,1.0
1.0,0.4525714285714287,0.0
1.0,0.3,0.0
1.0,0.5533333333333332,1.0
0.0,0.63,1.0
0.0,0.61,1.0
0.0,0.76,1.0
0.0,0.77,1.0
0.0,0.4,0.0
1.0,0.75,1.0
1.0,0.71,1.0
1.0,0.87,1.0
1.0,0.73,1.0
1.0,0.55,1.0
0.0,0.08,0.0
1.0,0.99,1.0
0.0,0.64,1.0
0.0,0.69,1.0
1.0,0.88,1.0
1.0,0.62,1.0
0.0,0.34,0.0
1.0,0.72,1.0
1.0,0.43,0.0
1.0,0.6275238095238094,1.0
1.0,0.7,1.0
1.0,0.61,1.0
1.0,0.57,1.0
1.0,0.49,0.0
1.0,0.84,1.0
0.0,0.51,1.0
1.0,0.39,0.0
0.0,0.69,1.0
1.0,0.59,1.0
1.0,0.7,1.0
0.0,0.22023809523809526,0.0
1.0,0.54,1.0
0.0,0.51,1.0
0.0,0.59,1.0
1.0,0.76,1.0
1.0,0.93,1.0
1.0,0.28,0.0
1.0,0.67,1.0
1.0,0.45,0.0
1.0,0.7729087301587301,1.0
1.0,0.7,1.0
1.0,0.59,1.0
0.0,0.47,0.0
1.0,0.36,0.0
1.0,0.73,1.0
0.0,0.71,1.0
0.0,0.79,1.0
0.0,0.35,0.0
1.0,0.42,0.0
1.0,0.78,1.0
0.0,0.98,1.0
0.0,0.56,1.0
0.0,0.71,1.0
1.0,0.82,1.0
0.0,0.46,0.0
1.0,0.57,1.0
0.0,0.89,1.0
1.0,0.85,1.0
1.0,0.62,1.0
0.0,0.81,1.0
0.0,0.31,0.0
0.0,0.76,1.0
1.0,0.13,0.0
1.0,0.49,0.0
0.0,0.26,0.0
1.0,0.76,1.0
0.0,0.78,1.0
1.0,0.83,1.0
1.0,0.49,0.0
1.0,0.24,0.0
1.0,0.68,1.0
1.0,0.62,1.0
1.0,0.62,1.0
0.0,0.07103571428571429,0.0
0.0,0.75,1.0
0.0,0.4111666666666667,0.0
1.0,0.42,0.0
0.0,0.19,0.0
1.0,0.53,1.0
1.0,0.49,0.0
1.0,0.76,1.0
0.0,0.43,0.0
0.0,0.59,1.0
1.0,0.77,1.0
1.0,0.78,1.0
1.0,0.4505555555555555,0.0
1.0,0.36,0.0
1.0,0.88,1.0
0.0,0.36,0.0
0.0,0.62,1.0
1.0,0.64,1.0
0.0,0.72,1.0
1.0,0.64,1.0
1.0,0.42,0.0
1.0,0.65,1.0
0.0,0.16,0.0
0.0,0.45,0.0
1.0,0.56,1.0
1.0,0.61,1.0
0.0,0.48,0.0
0.0,0.96,1.0
0.0,0.18,0.0
1.0,0.46060347985347994,0.0
1.0,0.88,1.0
0.0,0.22,0.0
0.0,0.78,1.0
1.0,0.9,1.0
0.0,0.83,1.0
0.0,0.39,0.0
1.0,0.81,1.0
1.0,0.8,1.0
1.0,0.78,1.0
0.0,0.59,1.0
1.0,0.96,1.0
1.0,0.82,1.0
0.0,0.48627185314685306,0.0
0.0,0.17,0.0
1.0,0.56,1.0
0.0,0.76,1.0
0.0,0.67,1.0
0.0,0.52,1.0
1.0,0.65,1.0
0.0,0.31407539682539687,0.0
0.0,0.25,0.0
1.0,0.87,1.0
1.0,0.79,1.0
0.0,0.29,0.0
0.0,0.31,0.0
1.0,0.74,1.0
0.0,0.29,0.0
1.0,0.84,1.0
1.0,0.26,0.0
1.0,0.84,1.0
0.0,0.18,0.0
1.0,0.84,1.0
0.0,0.76,1.0
1.0,0.82,1.0
0.0,0.27,0.0
0.0,0.54,1.0
0.0,0.92,1.0
1.0,0.46,0.0
0.0,0.7,1.0
1.0,0.77,1.0
1.0,0.7533333333333334,1.0
0.0,0.41,0.0
1.0,0.84,1.0
1.0,0.13,0.0
0.0,0.13,0.0
0.0,0.61,1.0
1.0,0.45,0.0
0.0,0.31,0.0
1.0,0.72,1.0
1.0,0.69,1.0
1.0,0.77,1.0
1.0,0.64,1.0
1.0,0.92,1.0
1.0,0.6215176767676768,1.0
0.0,0.84,1.0
1.0,0.65,1.0
1.0,0.87,1.0
0.0,0.73,1.0
1.0,0.6,1.0
1.0,0.86,1.0
1.0,0.93,1.0
1.0,0.58,1.0
1.0,0.47,0.0
0.0,0.74,1.0
1.0,0.38,0.0
0.0,0.22,0.0
0.0,0.28,0.0
1.0,0.35,0.0
0.0,0.61,1.0
0.0,0.83,1.0
1.0,0.77,1.0
1.0,0.48,0.0
0.0,0.36,0.0
1.0,0.7,1.0
1.0,0.95,1.0
0.0,0.26,0.0
1.0,0.84,1.0
1.0,0.58,1.0
1.0,0.57,1.0
1.0,0.68,1.0
0.0,0.6,1.0
1.0,0.93,1.0
1.0,0.48,0.0
0.0,0.53,1.0
1.0,0.77,1.0
1.0,0.75,1.0
0.0,0.72,1.0
1.0,0.97,1.0
1.0,0.91,1.0
1.0,0.86,1.0
0.0,0.46,0.0
1.0,0.68,1.0
0.0,0.65,1.0
1.0,0.77,1.0
1.0,0.5,0.0
1.0,0.74,1.0
0.0,0.79,1.0
0.0,0.39,0.0
0.0,0.46,0.0
0.0,0.48,0.0
1.0,0.44,0.0
1.0,0.55,1.0
0.0,0.83,1.0
1.0,0.6308809523809523,1.0
1.0,0.85,1.0
0.0,0.73,1.0
1.0,0.66,1.0
0.0,0.56,1.0
1.0,0.64,1.0
1.0,1.0,1.0
1.0,0.9,1.0
1.0,0.9,1.0
1.0,0.67,1.0
1.0,0.97,1.0
0.0,0.5,0.0
1.0,0.72,1.0
0.0,0.68,1.0
1.0,0.37,0.0
0.0,0.54,1.0
1.0,0.77,1.0
1.0,0.51,1.0
1.0,0.38,0.0
1.0,0.69,1.0
0.0,0.75,1.0
1.0,0.81,1.0
1.0,0.93,1.0
1.0,0.62,1.0
0.0,0.55,1.0
1.0,0.66,1.0
0.0,0.45,0.0
1.0,0.59,1.0
1.0,0.87,1.0
1.0,0.28,0.0
0.0,0.51,1.0
0.0,0.14,0.0
1.0,0.84,1.0
0.0,0.71,1.0
0.0,0.62,1.0
1.0,0.43,0.0
1.0,0.95,1.0
1.0,0.35,0.0
1.0,0.48,0.0
0.0,0.45,0.0
1.0,0.73,1.0
1.0,0.82,1.0
0.0,0.59,1.0
0.0,0.79,1.0
1.0,0.71,1.0
0.0,0.52,1.0
1.0,0.28,0.0
1.0,0.43,0.0
0.0,0.77,1.0
0.0,0.45,0.0
0.0,0.36,0.0
1.0,0.37,0.0
0.0,0.29,0.0
1.0,0.31,0.0
1.0,0.85,1.0
0.0,0.77,1.0
0.0,0.48,0.0
0.0,0.64,1.0
1.0,0.8996323529411765,1.0
1.0,0.55,1.0
1.0,0.88,1.0
1.0,0.55,1.0
0.0,0.07,0.0
1.0,0.51,1.0
1.0,0.89,1.0
1.0,0.49,0.0
1.0,0.85,1.0
0.0,0.33,0.0
0.0,0.67,1.0
0.0,0.35,0.0
1.0,0.86,1.0
0.0,0.63,1.0
1.0,0.42,0.0
1.0,0.98,1.0
1.0,0.32,0.0
1.0,0.405,0.0
1.0,0.43,0.0
1.0,0.78,1.0
0.0,0.46,0.0
1.0,0.45,0.0
1.0,0.67,1.0
1.0,0.79,1.0
1.0,0.77,1.0
1.0,0.89,1.0
1.0,0.68,1.0
1.0,0.4206502474929063,0.0
0.0,0.33,0.0
1.0,0.69,1.0
0.0,0.41,0.0
1.0,0.42,0.0
0.0,0.6055357142857143,1.0
0.0,0.65,1.0
0.0,0.49,0.0
0.0,0.57,1.0
1.0,0.55,1.0
1.0,0.78,1.0
1.0,0.785,1.0
0.0,0.75,1.0
1.0,0.29,0.0
0.0,0.47,0.0
0.0,0.78,1.0
0.0,0.42,0.0
0.0,0.65,1.0
1.0,0.31,0.0
0.0,0.63,1.0
1.0,0.5,0.0
1.0,0.75,1.0
0.0,0.56,1.0
1.0,0.64,1.0
1.0,0.6,1.0
1.0,0.48,0.0
1.0,0.22,0.0
1.0,0.79,1.0
1.0,0.83,1.0
1.0,0.82,1.0
1.0,0.6,1.0
0.0,0.17653960491692683,0.0
1.0,0.46,0.0
0.0,0.74,1.0
1.0,0.86,1.0
1.0,0.8133333333333332,1.0
1.0,0.79,1.0
1.0,0.3088888888888889,0.0
1.0,0.7009920634920636,1.0
0.0,0.55,1.0
1.0,0.38,0.0
0.0,0.23,0.0
0.0,0.6,1.0
0.0,0.54,1.0
1.0,0.7,1.0
1.0,0.68,1.0
0.0,0.5,0.0
1.0,0.53,1.0
0.0,0.69,1.0
1.0,0.86,1.0
1.0,0.82,1.0
0.0,0.81,1.0
1.0,0.4943730158730159,0.0
1.0,0.65,1.0
1.0,0.47,0.0
1.0,0.82,1.0
0.0,0.79,1.0
1.0,0.8,1.0
0.0,0.51,1.0
0.0,0.56,1.0
1.0,0.47320238095238104,0.0
1.0,0.15,0.0
1.0,0.7032957597957598,1.0
1.0,0.36,0.0
1.0,0.92,1.0
0.0,0.56,1.0
1.0,0.57,1.0
0.0,0.22167857142857142,0.0
0.0,0.6,1.0
1.0,0.78,1.0
0.0,0.68,1.0
0.0,0.35,0.0
1.0,0.76,1.0
0.0,0.48,0.0
1.0,0.74,1.0
1.0,0.89,1.0
1.0,0.5,0.0
0.0,0.2425,0.0
0.0,0.87,1.0
1.0,0.66,1.0
1.0,0.57,1.0
1.0,0.46,0.0
0.0,0.64,1.0
1.0,0.59,1.0
1.0,0.82,1.0
1.0,0.43,0.0
1.0,0.97,1.0
0.0,0.53,1.0
0.0,0.77,1.0
1.0,0.91,1.0
1.0,0.79,1.0
0.0,0.35,0.0
1.0,0.39,0.0
0.0,0.55,1.0
0.0,0.51,1.0
0.0,0.49,0.0
1.0,0.68,1.0
0.0,0.55,1.0
0.0,0.33758498964289013,0.0
0.0,0.67,1.0
0.0,0.3242857142857143,0.0
1.0,0.38,0.0
1.0,0.8,1.0
1.0,0.38,0.0
1.0,0.8,1.0
0.0,0.57,1.0
0.0,0.52,1.0
0.0,0.73,1.0
0.0,0.34,0.0
0.0,0.434452380952381,0.0
1.0,0.94,1.0
0.0,0.4,0.0
0.0,0.58,1.0
0.0,0.34,0.0
0.0,0.48,0.0
0.0,0.59,1.0
1.0,0.68,1.0
1.0,0.57,1.0
0.0,0.54,1.0
1.0,0.72,1.0
0.0,0.36,0.0
1.0,0.41,0.0
0.0,0.62,1.0
1.0,0.56,1.0
1.0,0.318,0.0
0.0,0.53,1.0
1.0,0.65,1.0
1.0,0.445,0.0
1.0,0.56,1.0
0.0,0.68,1.0
1.0,0.7,1.0
1.0,0.47,0.0
1.0,0.89,1.0
0.0,0.2,0.0
0.0,0.46,0.0
1.0,0.79,1.0
0.0,0.42,0.0
1.0,0.55,1.0
1.0,0.46573015873015877,0.0
1.0,0.72,1.0
1.0,0.67,1.0
1.0,0.78,1.0
0.0,0.35,0.0
1.0,0.76,1.0
0.0,0.64,1.0
1.0,0.5044965056022939,1.0
1.0,0.31,0.0
0.0,0.38,0.0
0.0,0.28,0.0
0.0,0.49,0.0
0.0,0.85,1.0
1.0,0.63,1.0
1.0,0.94,1.0
0.0,0.67,1.0
1.0,0.49,0.0
0.0,0.32630952380952366,0.0
0.0,0.5,0.0
0.0,0.31,0.0
1.0,0.5465835591996582,1.0
0.0,0.56,1.0
1.0,0.81,1.0
1.0,0.69,1.0
0.0,0.94,1.0
0.0,0.5102144847756304,1.0
1.0,0.94,1.0
1.0,0.61,1.0
1.0,0.81,1.0
0.0,0.58,1.0
0.0,0.55,1.0
0.0,0.36,0.0
0.0,0.39,0.0
1.0,0.16555555555555557,0.0
1.0,0.97,1.0
1.0,0.34,0.0
0.0,0.73,1.0
1.0,0.76,1.0
1.0,0.46,0.0
0.0,0.88,1.0
1.0,0.77,1.0
1.0,0.83,1.0
1.0,0.79,1.0
1.0,0.81,1.0
1.0,0.48,0.0
1.0,0.29,0.0
1.0,0.92,1.0
0.0,0.44,0.0
1.0,0.48,0.0
1.0,0.5956126080661686,1.0
1.0,0.36,0.0
1.0,0.5,0.0
1.0,0.6,1.0
1.0,0.5221428571428571,1.0
1.0,0.54,1.0
1.0,0.3336513486513486,0.0
0.0,0.4,0.0
0.0,0.65,1.0
0.0,0.15,0.0
0.0,0.89,1.0
1.0,0.82,1.0
0.0,0.47,0.0
0.0,0.6,1.0
0.0,0.68,1.0
0.0,0.78,1.0
1.0,0.7180926295926296,1.0
1.0,0.56,1.0
0.0,0.27,0.0
0.0,0.48,0.0
1.0,0.33,0.0
1.0,0.03152777777777778,0.0
1.0,0.83,1.0
0.0,0.6959285714285715,1.0
0.0,0.5,0.0
1.0,0.36,0.0
1.0,0.6,1.0
0.0,0.55,1.0
0.0,0.58,1.0
1.0,0.6,1.0
0.0,0.38,0.0
1.0,0.2,0.0
1.0,0.26,0.0
0.0,0.18,0.0
1.0,0.15,0.0
0.0,0.51,1.0
1.0,0.75,1.0
1.0,0.8,1.0
1.0,0.99,1.0
1.0,0.61,1.0
1.0,0.71,1.0
0.0,0.11,0.0
0.0,0.55,1.0
1.0,0.55,1.0
1.0,0.42,0.0
0.0,0.5,0.0
0.0,0.48,0.0
0.0,0.45,0.0
0.0,0.47,0.0
0.0,0.32,0.0
1.0,0.4280595238095239,0.0
0.0,0.51,1.0
0.0,0.42,0.0
0.0,0.61,1.0
0.0,0.15,0.0
1.0,0.31,0.0
0.0,0.44,0.0
1.0,0.33,0.0
0.0,0.61,1.0
1.0,0.79,1.0
0.0,0.7,1.0
1.0,0.3668452380952381,0.0
0.0,0.61,1.0
1.0,0.38,0.0
0.0,0.33,0.0
0.0,0.62,1.0
1.0,0.77,1.0
1.0,0.58,1.0
0.0,0.76,1.0
1.0,0.08,0.0
0.0,0.29,0.0
1.0,0.58,1.0
1.0,0.66,1.0
0.0,0.64,1.0
1.0,0.63,1.0
0.0,0.94,1.0
0.0,0.37,0.0
0.0,0.51,1.0
1.0,0.33,0.0
0.0,0.4,0.0
1.0,0.83,1.0
0.0,0.82,1.0
0.0,0.41,0.0
0.0,0.5,0.0
0.0,0.56,1.0
1.0,0.53,1.0
1.0,0.68,1.0
0.0,0.36,0.0
1.0,0.37,0.0
0.0,0.59,1.0
1.0,0.79,1.0
0.0,0.6133333333333334,1.0
1.0,0.35,0.0
0.0,0.38,0.0
1.0,0.13,0.0
1.0,0.96,1.0
1.0,0.8,1.0
0.0,0.72,1.0
0.0,0.72,1.0
0.0,0.41,0.0
1.0,0.56,1.0
1.0,0.585,1.0
1.0,0.86,1.0
1.0,0.965,1.0
1.0,0.28,0.0
1.0,0.86,1.0
1.0,0.39,0.0
0.0,0.4,0.0
1.0,0.74,1.0
1.0,0.89,1.0
1.0,0.7333333333333334,1.0
1.0,0.48,0.0
0.0,0.64,1.0
1.0,0.62,1.0
1.0,0.59,1.0
0.0,0.36,0.0
1.0,0.71,1.0
1.0,0.55,1.0
0.0,0.42,0.0
1.0,0.62,1.0
1.0,0.77,1.0
0.0,0.64,1.0
1.0,0.97,1.0
1.0,0.99,1.0
0.0,0.9,1.0
1.0,0.66,1.0
1.0,0.55,1.0
1.0,0.64,1.0
1.0,0.73,1.0
1.0,0.78,1.0
1.0,0.5725,1.0
0.0,0.46,0.0
1.0,0.78,1.0
0.0,0.38,0.0
0.0,0.32,0.0
0.0,0.72,1.0
1.0,0.38,0.0
1.0,0.92,1.0
0.0,0.76,1.0
1.0,0.59,1.0
0.0,0.12,0.0
1.0,0.71,1.0
0.0,0.75,1.0
0.0,0.41,0.0
1.0,0.72,1.0
0.0,0.15,0.0
1.0,0.55,1.0
1.0,0.62,1.0
0.0,0.28,0.0
1.0,0.46,0.0
0.0,0.49,0.0
1.0,0.6623888888888889,1.0
1.0,0.35,0.0
1.0,0.64,1.0
1.0,0.69,1.0
1.0,0.53,1.0
0.0,0.81,1.0
0.0,0.75,1.0
0.0,0.43,0.0
1.0,0.26,0.0
0.0,0.22,0.0
0.0,0.71,1.0
0.0,0.47,0.0
1.0,0.628,1.0
0.0,0.39,0.0
0.0,0.83,1.0
0.0,0.18,0.0
1.0,0.46,0.0
1.0,0.51,1.0
0.0,0.66,1.0
0.0,0.61,1.0
1.0,0.48,0.0
0.0,0.408,0.0
1.0,0.61,1.0
1.0,0.84,1.0
1.0,0.62,1.0
0.0,0.8493333333333334,1.0
0.0,0.2,0.0
1.0,0.535,1.0
1.0,0.32,0.0
1.0,0.4,0.0
1.0,0.49,0.0
1.0,0.49,0.0
1.0,0.5,0.0
1.0,0.46,0.0
0.0,0.26,0.0
0.0,0.4,0.0
1.0,0.45,0.0
0.0,0.6,1.0
0.0,0.55,1.0
1.0,0.74,1.0
0.0,0.6,1.0
1.0,0.29,0.0
1.0,0.37,0.0
1.0,0.67,1.0
0.0,0.2,0.0
0.0,0.68,1.0
1.0,0.57,1.0
1.0,0.99,1.0
1.0,0.48,0.0
1.0,0.32,0.0
1.0,0.48,0.0
0.0,0.61,1.0
1.0,0.26,0.0
1.0,0.6179166666666666,1.0
1.0,0.16,0.0
1.0,0.49,0.0
0.0,0.09,0.0
1.0,0.82,1.0
0.0,0.82,1.0
0.0,0.43,0.0
1.0,0.29,0.0
0.0,0.75,1.0
1.0,0.79,1.0
1.0,0.66,1.0
0.0,0.6259285714285714,1.0
0.0,0.85,1.0
1.0,0.36,0.0
1.0,0.87,1.0
0.0,0.51,1.0
1.0,0.65,1.0
1.0,0.37,0.0
1.0,0.39,0.0
0.0,0.6,1.0
0.0,0.72,1.0
0.0,0.56,1.0
0.0,0.55,1.0
1.0,0.52,1.0
1.0,0.84,1.0
0.0,0.4,0.0
1.0,0.79,1.0
0.0,0.37,0.0
0.0,0.49,0.0
1.0,0.78,1.0
1.0,0.63,1.0
0.0,0.39,0.0
1.0,0.68,1.0
1.0,0.55,1.0
0.0,0.5759166666666666,1.0
1.0,0.54,1.0
1.0,0.6890868437118434,1.0
1.0,0.77,1.0
1.0,0.39,0.0
1.0,0.55,1.0
1.0,0.93,1.0
1.0,0.25,0.0
0.0,0.8133333333333332,1.0
1.0,0.64,1.0
1.0,0.68,1.0
1.0,0.58,1.0
0.0,0.31,0.0
0.0,0.39,0.0
0.0,0.59,1.0
0.0,0.76,1.0
1.0,0.85,1.0
0.0,0.44,0.0
1.0,0.6,1.0
1.0,0.72,1.0
0.0,0.75,1.0
1.0,0.79,1.0
1.0,0.9283098845598846,1.0
0.0,0.33,0.0
0.0,0.46,0.0
1.0,0.25,0.0
1.0,0.68,1.0
0.0,0.675,1.0
1.0,0.23,0.0
0.0,0.5810230602730604,1.0
0.0,0.35,0.0
0.0,0.61,1.0
1.0,0.81,1.0
1.0,0.39,0.0
0.0,0.27,0.0
1.0,0.77,1.0
1.0,0.96,1.0
1.0,0.61,1.0
1.0,0.48,0.0
1.0,0.66,1.0
1.0,0.5633333333333332,1.0
0.0,0.56,1.0
1.0,0.75,1.0
1.0,0.68,1.0
0.0,0.31,0.0
1.0,0.74,1.0
0.0,0.41,0.0
1.0,0.59,1.0
1.0,0.62,1.0
1.0,0.615,1.0
0.0,0.55,1.0
1.0,0.4,0.0
1.0,0.5458133255633256,1.0
0.0,0.55,1.0
1.0,0.21,0.0
1.0,0.98,1.0
1.0,0.72,1.0
1.0,0.77,1.0
1.0,0.84,1.0
0.0,0.76,1.0
1.0,0.15,0.0
1.0,0.85,1.0
1.0,0.82,1.0
0.0,0.49,0.0
1.0,0.68,1.0
1.0,0.49,0.0
0.0,0.22,0.0
1.0,0.63,1.0
0.0,0.66,1.0
1.0,0.93,1.0
0.0,0.51,1.0
0.0,0.21,0.0
1.0,0.65,1.0
1.0,0.72,1.0
1.0,0.55,1.0
1.0,0.4,0.0
1.0,0.82,1.0
1.0,0.441594258811364,0.0
0.0,0.43,0.0
0.0,0.38598656898656897,0.0
1.0,0.7541666666666668,1.0
0.0,0.42,0.0
1.0,0.41,0.0
1.0,0.85,1.0
0.0,0.52,1.0
0.0,0.32,0.0
1.0,0.45,0.0
1.0,0.31,0.0
0.0,0.7445987951539439,1.0
1.0,0.63,1.0
1.0,0.94,1.0
1.0,0.74,1.0
1.0,0.66,1.0
0.0,0.77,1.0
1.0,0.61,1.0
1.0,0.9,1.0
1.0,0.82,1.0
0.0,0.57,1.0
1.0,0.7307346724053381,1.0
1.0,0.74,1.0
0.0,0.84,1.0
0.0,0.55,1.0
1.0,0.5283333333333333,1.0
1.0,0.45,0.0
1.0,0.57,1.0
0.0,0.94,1.0
1.0,0.85,1.0
1.0,0.8,1.0
1.0,0.64,1.0
1.0,0.5,0.0
1.0,0.71,1.0
1.0,0.79,1.0
0.0,0.72,1.0
1.0,0.8141666666666667,1.0
1.0,0.52,1.0
1.0,0.43,0.0
1.0,0.39,0.0
0.0,0.56,1.0
1.0,0.95,1.0
0.0,0.66,1.0
0.0,0.37,0.0
0.0,0.87,1.0
0.0,0.37,0.0
0.0,0.23,0.0
