churn_at_dt,churn probability,prediction,employee_cluster
0.0,0.32,0.0,3
0.0,0.68,1.0,3
0.0,0.39,0.0,3
0.0,0.15,0.0,3
0.0,0.07,0.0,3
1.0,0.2,0.0,3
0.0,0.2,0.0,3
0.0,0.11,0.0,3
0.0,0.19,0.0,3
0.0,0.36,0.0,3
0.0,0.1985339451252595,0.0,3
1.0,0.2403787878787879,0.0,3
0.0,0.31,0.0,3
0.0,0.14,0.0,3
0.0,0.3106532638886117,0.0,3
0.0,0.07199603174603177,0.0,3
0.0,0.16,0.0,3
0.0,0.43,0.0,3
1.0,0.47,0.0,3
0.0,0.22,0.0,3
0.0,0.09,0.0,3
0.0,0.09,0.0,3
0.0,0.15,0.0,3
0.0,0.36,0.0,3
1.0,0.32,0.0,3
0.0,0.29,0.0,3
1.0,0.53,1.0,3
0.0,0.43,0.0,3
1.0,0.3,0.0,3
0.0,0.3278314463314462,0.0,3
0.0,0.3,0.0,3
0.0,0.19,0.0,3
1.0,0.11,0.0,3
0.0,0.22,0.0,3
0.0,0.0,0.0,3
1.0,0.29,0.0,3
0.0,0.13,0.0,3
0.0,0.16,0.0,3
0.0,0.12,0.0,3
0.0,0.14,0.0,3
0.0,0.5,0.0,3
1.0,0.41,0.0,3
0.0,0.35,0.0,3
0.0,0.36,0.0,3
0.0,0.16,0.0,3
0.0,0.27,0.0,3
0.0,0.28,0.0,3
0.0,0.03233333333333333,0.0,3
1.0,0.86,1.0,3
1.0,0.17,0.0,3
0.0,0.01,0.0,3
0.0,0.15,0.0,3
0.0,0.24,0.0,3
0.0,0.18,0.0,3
0.0,0.41,0.0,3
0.0,0.3376007326007327,0.0,3
0.0,0.39,0.0,3
1.0,0.21,0.0,3
0.0,0.18,0.0,3
1.0,0.21,0.0,3
1.0,0.03,0.0,3
0.0,0.15,0.0,3
0.0,0.08,0.0,3
0.0,0.3826137473637474,0.0,3
0.0,0.44,0.0,3
0.0,0.2475,0.0,3
0.0,0.08,0.0,3
0.0,0.05,0.0,3
0.0,0.13,0.0,3
1.0,0.46,0.0,3
0.0,0.11,0.0,3
0.0,0.49,0.0,3
0.0,0.28,0.0,3
1.0,0.04833333333333334,0.0,3
0.0,0.46,0.0,3
0.0,0.5716666666666667,1.0,3
0.0,0.16,0.0,3
0.0,0.09,0.0,3
0.0,0.3106532638886117,0.0,3
1.0,0.28,0.0,3
0.0,0.05,0.0,3
0.0,0.09,0.0,3
0.0,0.07,0.0,3
0.0,0.13,0.0,3
1.0,0.4,0.0,3
0.0,0.14,0.0,3
0.0,0.44,0.0,3
0.0,0.28,0.0,3
1.0,0.68,1.0,3
0.0,0.22,0.0,3
0.0,0.05,0.0,3
0.0,0.11,0.0,3
1.0,0.39,0.0,3
0.0,0.16,0.0,3
1.0,0.47,0.0,3
0.0,0.04,0.0,3
0.0,0.21,0.0,3
1.0,0.22,0.0,3
0.0,0.18,0.0,3
0.0,0.29,0.0,3
1.0,0.23,0.0,3
1.0,0.54,1.0,3
0.0,0.42,0.0,3
1.0,0.09,0.0,3
0.0,0.55,1.0,3
0.0,0.48,0.0,3
1.0,0.41,0.0,3
0.0,0.254,0.0,3
0.0,0.04,0.0,3
1.0,0.22,0.0,3
0.0,0.15483558108558104,0.0,3
0.0,0.56,1.0,3
0.0,0.11,0.0,3
0.0,0.16,0.0,3
0.0,0.47,0.0,3
0.0,0.24,0.0,3
0.0,0.12,0.0,3
0.0,0.36116624961750465,0.0,3
0.0,0.26,0.0,3
0.0,0.5395238095238095,1.0,3
0.0,0.3,0.0,3
0.0,0.17,0.0,3
0.0,0.12,0.0,3
1.0,0.34,0.0,3
1.0,0.39,0.0,3
0.0,0.20666666666666667,0.0,3
0.0,0.13,0.0,3
1.0,0.46,0.0,3
0.0,0.29,0.0,3
